MSA Title,MSA Code,County,ZIP
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7806
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7820
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7821
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7821
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7822
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7823
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7825
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7825
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7826
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7827
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7828
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7828
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7830
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Hunterdon County, New Jersey",7830
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Hunterdon County, New Jersey",7831
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7832
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7832
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7833
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7834
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7836
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7837
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7838
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7839
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7840
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7840
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7842
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7843
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7844
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7845
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7846
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7847
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7848
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7849
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7849
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7850
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7851
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7852
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7853
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7855
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7856
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7857
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7860
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7860
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7863
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7865
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Hunterdon County, New Jersey",7865
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7865
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7866
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7869
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7870
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7871
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7874
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7874
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7874
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7875
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7876
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7877
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7878
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7879
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7880
"Allentown-Bethlehem-Easton, PA-NJ MSA",C1090,"Warren County, New Jersey",7882
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Hunterdon County, New Jersey",7882
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7885
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Sussex County, New Jersey",7890
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Union County, New Jersey",7901
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Union County, New Jersey",7902
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7920
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7920
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7921
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Union County, New Jersey",7922
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7922
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7924
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7924
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7926
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7927
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Union County, New Jersey",7928
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7928
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7930
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7931
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7931
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7932
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7933
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7934
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7934
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7935
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7936
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7938
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7939
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7940
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7945
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7946
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7950
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7960
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7961
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7962
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7963
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7970
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Union County, New Jersey",7974
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7976
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7977
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Somerset County, New Jersey",7978
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Hunterdon County, New Jersey",7979
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7980
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Morris County, New Jersey",7981
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8001
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8002
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8003
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8004
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8004
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Ocean County, New Jersey",8005
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Ocean County, New Jersey",8006
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8007
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Ocean County, New Jersey",8008
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8009
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8010
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8011
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8012
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8012
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8014
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8016
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8018
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8019
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8020
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8021
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8022
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8023
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8025
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8026
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8027
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8028
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8029
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8030
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8031
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8032
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8033
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8034
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8035
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8036
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8037
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8037
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8038
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8039
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8041
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8042
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8043
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8043
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8045
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8046
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8048
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8049
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Ocean County, New Jersey",8050
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8051
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8052
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8052
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8053
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8053
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8054
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8055
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8056
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8057
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8059
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8060
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8061
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8062
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8063
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8064
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8065
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8065
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8066
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8067
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8068
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8069
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8070
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8071
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8072
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8073
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8074
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8075
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8077
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8078
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8079
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8080
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8080
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8081
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8081
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8083
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8084
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8085
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8085
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8086
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8087
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Ocean County, New Jersey",8087
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8088
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8089
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8090
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8091
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8091
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Ocean County, New Jersey",8092
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8093
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8094
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8094
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8095
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8096
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8097
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8098
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8098
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8099
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8101
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8102
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8103
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8104
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8105
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8106
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8107
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8108
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8109
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8110
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Camden County, New Jersey",8110
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8201
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8202
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8203
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8204
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8205
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8210
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8212
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8213
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8214
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8215
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8215
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8217
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8218
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8219
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8220
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8221
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8223
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Burlington County, New Jersey",8224
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8225
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8226
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8230
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8231
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8232
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8234
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8240
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8241
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8242
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8243
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8244
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8245
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8246
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8247
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8248
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8250
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8251
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8252
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8260
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8270
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8270
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8270
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8302
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8302
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8310
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8311
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8312
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8313
"Atlantic City-Hammonton, NJ MSA",C1210,"Cape May County, New Jersey",8314
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8314
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8315
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8316
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8317
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8318
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8318
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8319
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8320
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8321
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8322
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8323
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8324
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8326
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8327
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8328
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8329
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8330
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8332
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8340
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8340
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8341
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8342
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8343
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8343
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8344
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8344
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Gloucester County, New Jersey",8344
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8344
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8345
"Atlantic City-Hammonton, NJ MSA",C1210,"Atlantic County, New Jersey",8346
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",C3798,"Salem County, New Jersey",8347
"Vineland, NJ MSA",C4722,"Cumberland County, New Jersey",8348
