MSA Title,MSA Code,County,ZIP
"New York-Newark-Jersey City, NY-NJ MSA",C3562,"Suffolk County, New York",501
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",601
"Aguadilla, PR MSA",C1038,"Rincon Municipio, Puerto Rico",602
"Aguadilla, PR MSA",C1038,"Aguadilla Municipio, Puerto Rico",602
"Aguadilla, PR MSA",C1038,"Aguada Municipio, Puerto Rico",602
"Aguadilla, PR MSA",C1038,"Aguadilla Municipio, Puerto Rico",603
"Aguadilla, PR MSA",C1038,"Moca Municipio, Puerto Rico",603
"Aguadilla, PR MSA",C1038,"Aguadilla Municipio, Puerto Rico",604
"Aguadilla, PR MSA",C1038,"Aguadilla Municipio, Puerto Rico",605
"Aguadilla, PR MSA",C1038,"Anasco Municipio, Puerto Rico",610
"Utuado, PR MicroSA",C4658,"Utuado Municipio, Puerto Rico",611
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Florida Municipio, Puerto Rico",612
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",612
"Arecibo, PR MSA",C1164,"Hatillo Municipio, Puerto Rico",612
"Utuado, PR MicroSA",C4658,"Utuado Municipio, Puerto Rico",612
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Barceloneta Municipio, Puerto Rico",612
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",613
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",614
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",616
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Florida Municipio, Puerto Rico",617
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Barceloneta Municipio, Puerto Rico",617
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Manati Municipio, Puerto Rico",617
"Mayaguez, PR MSA",C3242,"Cabo Rojo Municipio, Puerto Rico",622
"Mayaguez, PR MSA",C3242,"Mayaguez Municipio, Puerto Rico",623
"Mayaguez, PR MSA",C3242,"Cabo Rojo Municipio, Puerto Rico",623
"Ponce, PR MSA",C3866,"Guayanilla Municipio, Puerto Rico",624
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",624
"Ponce, PR MSA",C3866,"Penuelas Municipio, Puerto Rico",624
"Arecibo, PR MSA",C1164,"Camuy Municipio, Puerto Rico",627
"Lares, PR MicroSA",C2972,"Lares Municipio, Puerto Rico",631
"Mayaguez, PR MSA",C3242,"Sabana Grande Municipio, Puerto Rico",637
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Ciales Municipio, Puerto Rico",638
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Orocovis Municipio, Puerto Rico",638
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",641
"Utuado, PR MicroSA",C4658,"Utuado Municipio, Puerto Rico",641
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Dorado Municipio, Puerto Rico",646
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Baja Municipio, Puerto Rico",646
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Alta Municipio, Puerto Rico",646
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Alta Municipio, Puerto Rico",646
"Mayaguez, PR MSA",C3242,"Sabana Grande Municipio, Puerto Rico",647
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Florida Municipio, Puerto Rico",650
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",650
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Barceloneta Municipio, Puerto Rico",650
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Manati Municipio, Puerto Rico",650
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",652
"Ponce, PR MSA",C3866,"Yauco Municipio, Puerto Rico",653
"Ponce, PR MSA",C3866,"Guayanilla Municipio, Puerto Rico",656
"Arecibo, PR MSA",C1164,"Hatillo Municipio, Puerto Rico",659
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",659
"Mayaguez, PR MSA",C3242,"Hormigueros Municipio, Puerto Rico",660
"Mayaguez, PR MSA",C3242,"Mayaguez Municipio, Puerto Rico",660
"Arecibo, PR MSA",C1164,"Quebradillas Municipio, Puerto Rico",662
"Aguadilla, PR MSA",C1038,"Aguadilla Municipio, Puerto Rico",662
"Aguadilla, PR MSA",C1038,"Isabela Municipio, Puerto Rico",662
"Aguadilla, PR MSA",C1038,"Moca Municipio, Puerto Rico",662
"Mayaguez, PR MSA",C3242,"Sabana Grande Municipio, Puerto Rico",667
"Mayaguez, PR MSA",C3242,"Lajas Municipio, Puerto Rico",667
"Lares, PR MicroSA",C2972,"Lares Municipio, Puerto Rico",669
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Baja Municipio, Puerto Rico",674
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Manati Municipio, Puerto Rico",674
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Morovis Municipio, Puerto Rico",674
"Aguadilla, PR MSA",C1038,"Moca Municipio, Puerto Rico",676
"Aguadilla, PR MSA",C1038,"San Sebastian Municipio, Puerto Rico",676
"Aguadilla, PR MSA",C1038,"Rincon Municipio, Puerto Rico",677
"Arecibo, PR MSA",C1164,"Quebradillas Municipio, Puerto Rico",678
"Aguadilla, PR MSA",C1038,"Anasco Municipio, Puerto Rico",680
"Mayaguez, PR MSA",C3242,"Mayaguez Municipio, Puerto Rico",680
"Mayaguez, PR MSA",C3242,"Cabo Rojo Municipio, Puerto Rico",680
"Mayaguez, PR MSA",C3242,"Hormigueros Municipio, Puerto Rico",680
"Mayaguez, PR MSA",C3242,"Mayaguez Municipio, Puerto Rico",681
"Mayaguez, PR MSA",C3242,"Mayaguez Municipio, Puerto Rico",682
"Mayaguez, PR MSA",C3242,"Sabana Grande Municipio, Puerto Rico",683
"Mayaguez, PR MSA",C3242,"Cabo Rojo Municipio, Puerto Rico",683
"Mayaguez, PR MSA",C3242,"Hormigueros Municipio, Puerto Rico",683
"Mayaguez, PR MSA",C3242,"Lajas Municipio, Puerto Rico",683
"Mayaguez, PR MSA",C3242,"San German Municipio, Puerto Rico",683
"Mayaguez, PR MSA",C3242,"Mayaguez Municipio, Puerto Rico",683
"Aguadilla, PR MSA",C1038,"San Sebastian Municipio, Puerto Rico",685
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Manati Municipio, Puerto Rico",687
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Baja Municipio, Puerto Rico",687
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Alta Municipio, Puerto Rico",687
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Morovis Municipio, Puerto Rico",687
"Arecibo, PR MSA",C1164,"Arecibo Municipio, Puerto Rico",688
"Aguadilla, PR MSA",C1038,"Aguadilla Municipio, Puerto Rico",690
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Dorado Municipio, Puerto Rico",692
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Baja Municipio, Puerto Rico",692
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Morovis Municipio, Puerto Rico",692
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Alta Municipio, Puerto Rico",692
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Baja Municipio, Puerto Rico",693
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Morovis Municipio, Puerto Rico",693
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Manati Municipio, Puerto Rico",693
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Vega Baja Municipio, Puerto Rico",694
"Mayaguez, PR MSA",C3242,"Sabana Grande Municipio, Puerto Rico",698
"Ponce, PR MSA",C3866,"Yauco Municipio, Puerto Rico",698
"Ponce, PR MSA",C3866,"Guayanilla Municipio, Puerto Rico",698
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cidra Municipio, Puerto Rico",703
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Aguas Buenas Municipio, Puerto Rico",703
"Coco, PR MicroSA",C1764,"Salinas Municipio, Puerto Rico",704
"Coamo, PR MicroSA",C1762,"Coamo Municipio, Puerto Rico",705
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cayey Municipio, Puerto Rico",705
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Aibonito Municipio, Puerto Rico",705
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Maunabo Municipio, Puerto Rico",707
"Guayama, PR MSA",C2502,"Arroyo Municipio, Puerto Rico",714
"Ponce, PR MSA",C3866,"Juana Diaz Municipio, Puerto Rico",715
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",715
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",716
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",717
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Naguabo Municipio, Puerto Rico",718
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Naranjito Municipio, Puerto Rico",719
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",719
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Barranquitas Municipio, Puerto Rico",719
"Ponce, PR MSA",C3866,"Juana Diaz Municipio, Puerto Rico",720
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Morovis Municipio, Puerto Rico",720
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Orocovis Municipio, Puerto Rico",720
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Rio Grande Municipio, Puerto Rico",721
"Guayama, PR MSA",C2502,"Patillas Municipio, Puerto Rico",723
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",723
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",725
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",725
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Gurabo Municipio, Puerto Rico",725
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cidra Municipio, Puerto Rico",725
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Lorenzo Municipio, Puerto Rico",725
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Aguas Buenas Municipio, Puerto Rico",725
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",726
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",727
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",728
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Loiza Municipio, Puerto Rico",729
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Gurabo Municipio, Puerto Rico",729
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Canovanas Municipio, Puerto Rico",729
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",729
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",730
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",731
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",732
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",733
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Ceiba Municipio, Puerto Rico",735
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Fajardo Municipio, Puerto Rico",735
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Rio Grande Municipio, Puerto Rico",735
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cayey Municipio, Puerto Rico",736
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",736
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cayey Municipio, Puerto Rico",737
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Ceiba Municipio, Puerto Rico",738
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Luquillo Municipio, Puerto Rico",738
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Fajardo Municipio, Puerto Rico",738
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Comerio Municipio, Puerto Rico",739
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cidra Municipio, Puerto Rico",739
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",739
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cayey Municipio, Puerto Rico",739
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Fajardo Municipio, Puerto Rico",740
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Humacao Municipio, Puerto Rico",741
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Ceiba Municipio, Puerto Rico",742
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Naguabo Municipio, Puerto Rico",744
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Canovanas Municipio, Puerto Rico",745
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Rio Grande Municipio, Puerto Rico",745
"Coco, PR MicroSA",C1764,"Salinas Municipio, Puerto Rico",751
"Coamo, PR MicroSA",C1762,"Santa Isabel Municipio, Puerto Rico",751
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Cayey Municipio, Puerto Rico",754
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Lorenzo Municipio, Puerto Rico",754
"Coamo, PR MicroSA",C1762,"Santa Isabel Municipio, Puerto Rico",757
"Coamo, PR MicroSA",C1762,"Coamo Municipio, Puerto Rico",757
"Ponce, PR MSA",C3866,"Juana Diaz Municipio, Puerto Rico",766
"Ponce, PR MSA",C3866,"Villalba Municipio, Puerto Rico",766
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Yabucoa Municipio, Puerto Rico",767
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Humacao Municipio, Puerto Rico",767
"Coamo, PR MicroSA",C1762,"Coamo Municipio, Puerto Rico",769
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Naguabo Municipio, Puerto Rico",771
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Juncos Municipio, Puerto Rico",771
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Humacao Municipio, Puerto Rico",771
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Lorenzo Municipio, Puerto Rico",771
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Las Piedras Municipio, Puerto Rico",771
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Loiza Municipio, Puerto Rico",772
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Luquillo Municipio, Puerto Rico",773
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Fajardo Municipio, Puerto Rico",773
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Canovanas Municipio, Puerto Rico",777
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Las Piedras Municipio, Puerto Rico",777
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Gurabo Municipio, Puerto Rico",777
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Juncos Municipio, Puerto Rico",777
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Lorenzo Municipio, Puerto Rico",778
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",778
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Gurabo Municipio, Puerto Rico",778
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",778
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",778
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",778
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",780
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",782
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Comerio Municipio, Puerto Rico",782
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Alta Municipio, Puerto Rico",783
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Corozal Municipio, Puerto Rico",783
"Guayama, PR MSA",C2502,"Guayama Municipio, Puerto Rico",784
"Guayama, PR MSA",C2502,"Arroyo Municipio, Puerto Rico",784
"Guayama, PR MSA",C2502,"Guayama Municipio, Puerto Rico",785
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Aibonito Municipio, Puerto Rico",786
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Las Piedras Municipio, Puerto Rico",791
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Humacao Municipio, Puerto Rico",791
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Humacao Municipio, Puerto Rico",792
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Corozal Municipio, Puerto Rico",794
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Barranquitas Municipio, Puerto Rico",794
"Ponce, PR MSA",C3866,"Ponce Municipio, Puerto Rico",795
"Ponce, PR MSA",C3866,"Juana Diaz Municipio, Puerto Rico",795
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",901
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",902
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",907
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",908
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",909
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",909
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",910
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",911
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",912
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",913
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",914
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",915
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",916
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",917
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",917
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",918
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",919
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",920
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",920
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",921
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",921
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",921
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",921
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",922
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",923
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",924
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",924
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",924
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",924
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",925
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",926
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",927
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",928
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",929
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",931
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",934
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",935
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",936
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",937
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",940
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",949
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Baja Municipio, Puerto Rico",949
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Alta Municipio, Puerto Rico",949
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Dorado Municipio, Puerto Rico",949
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Baja Municipio, Puerto Rico",950
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Baja Municipio, Puerto Rico",951
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Baja Municipio, Puerto Rico",952
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",953
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Alta Municipio, Puerto Rico",953
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Baja Municipio, Puerto Rico",953
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Alta Municipio, Puerto Rico",954
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Aguas Buenas Municipio, Puerto Rico",956
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",956
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",956
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Caguas Municipio, Puerto Rico",956
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",956
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",956
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",957
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",957
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",957
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",957
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Toa Alta Municipio, Puerto Rico",957
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",958
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",959
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",959
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",959
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",959
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",960
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",961
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",961
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",961
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",961
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",961
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",962
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",962
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",962
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",962
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",962
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",963
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",965
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",965
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",966
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",966
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",968
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",968
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",969
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",969
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",969
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",969
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",970
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Guaynabo Municipio, Puerto Rico",971
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",975
"San Juan-Bayamon-Caguas, PR MSA",C4198,"San Juan Municipio, Puerto Rico",976
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",976
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Bayamon Municipio, Puerto Rico",976
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",976
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",976
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Catano Municipio, Puerto Rico",977
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",979
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",981
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",982
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",983
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",984
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",985
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Carolina Municipio, Puerto Rico",986
"San Juan-Bayamon-Caguas, PR MSA",C4198,"Trujillo Alto Municipio, Puerto Rico",987
